...1,Date,AveragePrice,Total Volume,Size_Small,Size_Large,Size_XL,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
10,2018-01-14,1.28,2409159.6,1104367.71,403918.08,101443.02,799430.79,739977.4,16783.17,42670.22,conventional,2018,LosAngeles
11,2018-01-07,1.04,2725856.44,1275098.12,354221.03,91230.73,1005306.56,940327.03,18317.46,46662.07,conventional,2018,LosAngeles
0,2018-03-25,1.13,570446.95,135652.39,361227.57,812.1,72754.89,67652.14,624.2,4478.55,conventional,2018,Sacramento
1,2018-03-18,1.14,517463.38,154151.99,270169.95,840.67,92300.77,84669.16,734.35,6897.26,conventional,2018,Sacramento
2,2018-03-11,1.18,546435.55,151094.92,271726.6,862.4,122751.63,115769.46,1627.32,5354.85,conventional,2018,Sacramento
3,2018-03-04,1.18,559943.98,181586.15,241036.31,1031.75,136289.77,128164.6,2453.04,5672.13,conventional,2018,Sacramento
4,2018-02-25,0.99,589559.59,199926,308881.68,1158.23,79593.68,72189.31,1982.31,5422.06,conventional,2018,Sacramento
5,2018-02-18,1.19,530247.15,131656.46,330556.13,700.57,67333.99,57058.58,3145.98,7129.43,conventional,2018,Sacramento
6,2018-02-11,1.07,554598.15,193066.47,282308.93,1180.54,78042.21,70403.14,1800.9,5838.17,conventional,2018,Sacramento
7,2018-02-04,0.86,862337.1,262795.28,518775.3,1051.29,79715.23,71669.96,1595.61,6449.66,conventional,2018,Sacramento
8,2018-01-28,1.32,468915.38,158788.12,233834.71,1129.27,75163.28,67847.8,1197.57,6117.91,conventional,2018,Sacramento
9,2018-01-21,1.15,591211.37,160917.18,362263.89,1136.97,66893.33,60172.16,1674.44,5046.73,conventional,2018,Sacramento
10,2018-01-14,1.31,504269.23,144109.69,299605.5,1249.15,59304.89,52486.47,754.65,6063.77,conventional,2018,Sacramento
11,2018-01-07,1.35,465108.34,159862.75,247999,1045.98,56200.61,49386.35,522.37,6291.89,conventional,2018,Sacramento
0,2018-03-25,1.1,488321.93,140383.72,156203,13940.11,177795.1,168263.27,7442.94,2088.89,conventional,2018,SanDiego
1,2018-03-18,0.92,643491.07,159346.7,256098.92,13404.8,214640.65,201973.65,9993.67,2673.33,conventional,2018,SanDiego
2,2018-03-11,1.14,512155.1,165801.09,124279.19,16482.97,205591.85,197838.66,6495.41,1257.78,conventional,2018,SanDiego
3,2018-03-04,1.24,459124.87,144401.02,122241.79,18028.76,174453.3,165182.9,6458.18,2812.22,conventional,2018,SanDiego
4,2018-02-25,1.07,538360.91,175663.85,163499.41,15737.33,183460.32,174528.26,6291.5,2640.56,conventional,2018,SanDiego
5,2018-02-18,1.23,447962.28,152250.41,119244.74,18614.87,157852.26,147616.58,7409.57,2826.11,conventional,2018,SanDiego
6,2018-02-11,0.93,558926.47,222366.32,136214.59,16577.9,183767.66,175708.38,5873.73,2185.55,conventional,2018,SanDiego
7,2018-02-04,0.88,858101.65,311038.84,318396.18,23719.23,204947.4,193681.96,8547.66,2717.78,conventional,2018,SanDiego
8,2018-01-28,1.07,566134.81,168171.75,256042.84,16669.82,125250.4,118366.92,4446.82,2436.66,conventional,2018,SanDiego
9,2018-01-21,1.26,460708.82,192219.39,122174.21,17624.92,128690.3,121675.53,4729.22,2285.55,conventional,2018,SanDiego
10,2018-01-14,1.41,439652.12,160896.99,136499.29,21680.72,120575.12,113513.51,4689.39,2372.22,conventional,2018,SanDiego
11,2018-01-07,1.18,464720.86,192510.16,118483.12,19625.38,134102.2,125040.09,6169.89,2892.22,conventional,2018,SanDiego
0,2018-03-25,1.01,1203274.11,198289.36,895797.12,2202.74,106984.89,103033.73,186.2,3764.96,conventional,2018,SanFrancisco
1,2018-03-18,1.38,777300.99,215279.75,435108.21,2698.44,124214.59,119694.95,92.29,4427.35,conventional,2018,SanFrancisco
2,2018-03-11,1.29,904333.98,270255.15,434279.15,2517.79,197281.89,193813.92,196.57,3271.4,conventional,2018,SanFrancisco
3,2018-03-04,1.16,1051308.5,386100.25,426277.63,2512.69,236417.93,231913.11,1286.43,3218.39,conventional,2018,SanFrancisco
4,2018-02-25,1.17,984000.13,383689.73,431346.38,2127.86,166836.16,162913.33,609.2,3313.63,conventional,2018,SanFrancisco
5,2018-02-18,1.06,1149074.92,193705.48,835774.38,2425.38,117169.68,113216.42,316.78,3636.48,conventional,2018,SanFrancisco
6,2018-02-11,1.32,823086.86,267695.96,405148.34,3199.77,147042.79,144064.49,120.38,2857.92,conventional,2018,SanFrancisco
7,2018-02-04,0.84,1706251.05,459981.14,1113987.54,2886.78,129395.59,126171.02,282.38,2942.19,conventional,2018,SanFrancisco
8,2018-01-28,1.38,821352.05,246496.88,418612.3,2588.33,153654.54,150232.81,402.62,3019.11,conventional,2018,SanFrancisco
9,2018-01-21,1.01,1301932.95,259497.05,919666.37,2578.69,120190.84,117863.67,80.08,2247.09,conventional,2018,SanFrancisco
10,2018-01-14,1.21,1117376.99,193892.28,785766.05,2860.37,134858.29,130904.76,944.69,3008.84,conventional,2018,SanFrancisco
11,2018-01-07,1.46,818086.25,209267.23,466935.74,2525.01,139358.27,136440.18,104.56,2813.53,conventional,2018,SanFrancisco
0,2015-12-27,1.21,52474.67,8914.66,15290.56,0,28269.45,25485.27,2784.18,0,organic,2015,LosAngeles
1,2015-12-20,1.11,53170.36,7660.24,13978.6,1.56,31529.96,22728.58,8801.38,0,organic,2015,LosAngeles
2,2015-12-13,1.14,51913.12,8067.97,13612.91,0,30232.24,21066.55,9165.69,0,organic,2015,LosAngeles
3,2015-12-06,1.23,43059.51,9738.84,11520.76,1.57,21798.34,21632.95,165.39,0,organic,2015,LosAngeles
4,2015-11-29,1.33,42934.45,8753.06,14877.52,0,19303.87,19134.05,169.82,0,organic,2015,LosAngeles
5,2015-11-22,1.34,45689.27,10035.86,15296.9,0,20356.51,19978.57,377.94,0,organic,2015,LosAngeles
6,2015-11-15,1.31,49201.89,10986.49,18709.28,0,19506.12,18988.91,517.21,0,organic,2015,LosAngeles
7,2015-11-08,1.42,48697.16,11093.6,19386.2,0,18217.36,17164.73,1052.63,0,organic,2015,LosAngeles
8,2015-11-01,1.36,52815.97,13987.25,20741.07,0,18087.65,17485.6,602.05,0,organic,2015,LosAngeles
9,2015-10-25,1.41,48799.38,13800.24,21060.95,0,13938.19,12992.81,945.38,0,organic,2015,LosAngeles
10,2015-10-18,1.62,33737.71,10370.68,16004.06,3.18,7359.79,6393.48,966.31,0,organic,2015,LosAngeles
11,2015-10-11,1.72,28062.63,8093.67,14759.53,3.18,5206.25,5146.25,60,0,organic,2015,LosAngeles
12,2015-10-04,1.68,34443.27,11737.64,17362.62,0,5343.01,5303.01,40,0,organic,2015,LosAngeles
13,2015-09-27,1.51,38333.16,13181.74,17468.48,0,7682.94,7672.94,10,0,organic,2015,LosAngeles
14,2015-09-20,1.57,43450.79,20900.82,18316.88,0,4233.09,4216.42,16.67,0,organic,2015,LosAngeles
15,2015-09-13,1.66,45533.58,26153.24,15358.54,0,4021.8,3985.13,36.67,0,organic,2015,LosAngeles
16,2015-09-06,1.6,40540.88,16410.64,16444.08,0,7686.16,7686.16,0,0,organic,2015,LosAngeles
17,2015-08-30,1.58,40655.43,15094.25,16296.72,0,9264.46,9264.46,0,0,organic,2015,LosAngeles
18,2015-08-23,1.52,50234.03,19022.68,20438.43,3.19,10769.73,10769.73,0,0,organic,2015,LosAngeles
19,2015-08-16,1.55,39542.9,15077.03,13358.18,0,11107.69,11107.69,0,0,organic,2015,LosAngeles
20,2015-08-09,1.61,35630.99,13861.99,13291.44,0,8477.56,8477.56,0,0,organic,2015,LosAngeles
21,2015-08-02,1.63,40544.17,16172.21,16827.6,0,7544.36,7544.36,0,0,organic,2015,LosAngeles
22,2015-07-26,1.53,43803.78,17779.91,18294.82,0,7729.05,7729.05,0,0,organic,2015,LosAngeles
23,2015-07-19,1.56,41636.8,17780.38,15390.1,0,8466.32,8466.32,0,0,organic,2015,LosAngeles
24,2015-07-12,1.59,39171.61,18271.83,13741.41,1.59,7156.78,7147.96,8.82,0,organic,2015,LosAngeles
25,2015-07-05,1.46,56929.52,17846.84,30121.84,4.75,8956.09,8956.09,0,0,organic,2015,LosAngeles
26,2015-06-28,1.47,48421.15,15429.9,25963.83,0,7027.42,7027.42,0,0,organic,2015,LosAngeles
27,2015-06-21,1.46,45352.7,16257.28,20593.79,0,8501.63,8501.63,0,0,organic,2015,LosAngeles
28,2015-06-14,1.44,42369.24,15847.77,18470.25,22.09,8029.13,8029.13,0,0,organic,2015,LosAngeles
29,2015-06-07,1.42,44034.76,14739.99,19066.01,6.3,10222.46,10222.46,0,0,organic,2015,LosAngeles
30,2015-05-31,1.4,44605.56,14419.12,19119.68,0,11066.76,11066.76,0,0,organic,2015,LosAngeles
31,2015-05-24,1.42,49071.35,15437.2,24124.62,0,9509.53,9509.53,0,0,organic,2015,LosAngeles
32,2015-05-17,1.41,43907.34,14135.17,20351.39,0,9420.78,9420.78,0,0,organic,2015,LosAngeles
33,2015-05-10,1.39,42131.8,12338.35,19929.68,0,9863.77,9863.77,0,0,organic,2015,LosAngeles
34,2015-05-03,1.36,43115.31,14801.85,17706.23,0,10607.23,10607.23,0,0,organic,2015,LosAngeles
35,2015-04-26,1.4,44090.53,15815.81,17652.02,0,10622.7,10622.7,0,0,organic,2015,LosAngeles
36,2015-04-19,1.41,44688.56,14352.89,21089.41,1.52,9244.74,9244.74,0,0,organic,2015,LosAngeles
37,2015-04-12,1.39,43407.79,17119.09,17886.3,0,8402.4,8402.4,0,0,organic,2015,LosAngeles
38,2015-04-05,1.42,44984.85,16980.32,17529.71,0,10474.82,10474.82,0,0,organic,2015,LosAngeles
39,2015-03-29,1.42,35121.94,13962.42,12697.51,0,8462.01,8462.01,0,0,organic,2015,LosAngeles
40,2015-03-22,1.25,41439.59,22334.06,12861.93,0,6243.6,6243.6,0,0,organic,2015,LosAngeles
41,2015-03-15,1.42,32656.06,25316.97,1120.63,0,6218.46,6218.46,0,0,organic,2015,LosAngeles
42,2015-03-08,1.35,42280.47,31604.04,769.47,0,9906.96,9906.96,0,0,organic,2015,LosAngeles
43,2015-03-01,1.14,60244.59,49177.6,1680.02,0,9386.97,9386.97,0,0,organic,2015,LosAngeles
44,2015-02-22,1.36,44972.88,36585.77,905.94,0,7481.17,7481.17,0,0,organic,2015,LosAngeles
45,2015-02-15,1.43,41524.22,33427.07,1026.28,0,7070.87,7070.87,0,0,organic,2015,LosAngeles
46,2015-02-08,1.29,46991.12,36957.13,2213.06,0,7820.93,7820.93,0,0,organic,2015,LosAngeles
47,2015-02-01,1.12,50107.32,39628.65,1721.95,0,8756.72,8756.72,0,0,organic,2015,LosAngeles
48,2015-01-25,1.23,38078.07,28037.64,1355.8,0,8684.63,8684.63,0,0,organic,2015,LosAngeles
49,2015-01-18,1.29,43649.12,33738.87,1368.91,0,8541.34,8541.34,0,0,organic,2015,LosAngeles
50,2015-01-11,1.08,60232.63,52087.31,2063.44,0,6081.88,6081.88,0,0,organic,2015,LosAngeles
51,2015-01-04,1.25,54495.54,47721.51,1723.4,0,5050.63,5050.63,0,0,organic,2015,LosAngeles
0,2015-12-27,1.72,4946.4,1142.95,3722.48,0,80.97,80.97,0,0,organic,2015,Sacramento
1,2015-12-20,1.68,5161.57,1124.17,3959.43,0,77.97,77.97,0,0,organic,2015,Sacramento
2,2015-12-13,1.68,5141.65,1171.12,3811.97,0,158.56,158.56,0,0,organic,2015,Sacramento
3,2015-12-06,1.43,7422.92,1835.84,4810.97,0,776.11,762.78,13.33,0,organic,2015,Sacramento
4,2015-11-29,2.04,4643.81,872.55,3592.5,0,178.76,112.09,66.67,0,organic,2015,Sacramento
5,2015-11-22,1.79,4955.07,923.67,3860.73,0,170.67,140.67,30,0,organic,2015,Sacramento
6,2015-11-15,1.87,4984.88,969.68,3931.5,0,83.7,54.81,28.89,0,organic,2015,Sacramento
7,2015-11-08,1.8,5951.51,1335.02,4090.76,0,525.73,247.95,277.78,0,organic,2015,Sacramento
8,2015-11-01,1.9,5479.7,1136.13,4277.28,0,66.29,66.29,0,0,organic,2015,Sacramento
9,2015-10-25,1.86,5859.11,1291.46,4345.56,0,222.09,222.09,0,0,organic,2015,Sacramento
10,2015-10-18,2.14,5469.71,1221.59,4054.63,0,193.49,193.49,0,0,organic,2015,Sacramento
11,2015-10-11,2.1,5232,1179.15,3815.69,0,237.16,237.16,0,0,organic,2015,Sacramento
12,2015-10-04,2.01,6005.54,1289.92,4536.12,0,179.5,179.5,0,0,organic,2015,Sacramento
13,2015-09-27,1.95,5472.45,1261.85,3990.21,0,220.39,220.39,0,0,organic,2015,Sacramento
14,2015-09-20,2,6595.69,1172.53,5251.78,0,171.38,171.38,0,0,organic,2015,Sacramento
15,2015-09-13,2.02,6405.75,1364.77,4883.81,0,157.17,157.17,0,0,organic,2015,Sacramento
16,2015-09-06,2.15,5975.27,1356.08,4540.83,0,78.36,78.36,0,0,organic,2015,Sacramento
17,2015-08-30,2.1,6389.53,1798.88,4370.66,0,219.99,219.99,0,0,organic,2015,Sacramento
18,2015-08-23,1.84,9578.9,2933.89,6146.39,0,498.62,498.62,0,0,organic,2015,Sacramento
19,2015-08-16,2.09,7357.97,2115.7,5065.13,0,177.14,177.14,0,0,organic,2015,Sacramento
20,2015-08-09,2.17,7260.07,1873.4,5095.95,0,290.72,290.72,0,0,organic,2015,Sacramento
21,2015-08-02,2.1,6833.71,2221.89,4378.88,0,232.94,232.94,0,0,organic,2015,Sacramento
22,2015-07-26,2.12,8182.86,2850.16,5160.65,0,172.05,172.05,0,0,organic,2015,Sacramento
23,2015-07-19,1.98,9560.55,3147.29,6150.55,0,262.71,262.71,0,0,organic,2015,Sacramento
24,2015-07-12,1.72,13720.73,5333.14,7961.62,0,425.97,425.97,0,0,organic,2015,Sacramento
25,2015-07-05,1.86,9756.1,4437.96,5180.96,0,137.18,137.18,0,0,organic,2015,Sacramento
26,2015-06-28,1.84,9219.97,4916.07,4050.11,0,253.79,253.79,0,0,organic,2015,Sacramento
27,2015-06-21,1.82,9753.85,5107.53,4488.96,0,157.36,157.36,0,0,organic,2015,Sacramento
28,2015-06-14,1.81,10339.48,4885.46,5256.1,0,197.92,197.92,0,0,organic,2015,Sacramento
29,2015-06-07,1.85,9557.56,4934.71,4500.75,0,122.1,122.1,0,0,organic,2015,Sacramento
30,2015-05-31,1.62,10430.71,5542.33,4688.66,0,199.72,199.72,0,0,organic,2015,Sacramento
31,2015-05-24,1.62,11399.34,6010.97,5119.6,0,268.77,268.77,0,0,organic,2015,Sacramento
32,2015-05-17,1.53,13045.36,7163.2,5530.28,0,351.88,351.88,0,0,organic,2015,Sacramento
33,2015-05-10,1.3,27835.34,13918.56,13294.66,0,622.12,622.12,0,0,organic,2015,Sacramento
34,2015-05-03,1.64,8315.7,4124.83,4001.1,0,189.77,189.77,0,0,organic,2015,Sacramento
35,2015-04-26,1.62,9637.66,5069.89,4401.41,0,166.36,166.36,0,0,organic,2015,Sacramento
36,2015-04-19,1.65,9164.67,4447.66,4568.21,0,148.8,148.8,0,0,organic,2015,Sacramento
37,2015-04-12,1.65,8205.75,4230.7,3803.44,0,171.61,171.61,0,0,organic,2015,Sacramento
38,2015-04-05,1.64,9013.89,4591.9,4319.15,0,102.84,102.84,0,0,organic,2015,Sacramento
39,2015-03-29,1.64,9959.6,5357.72,4490.5,0,111.38,111.38,0,0,organic,2015,Sacramento
40,2015-03-22,1.52,7875.19,4117.41,3666.37,0,91.41,91.41,0,0,organic,2015,Sacramento
41,2015-03-15,1.63,9075.16,4595.6,4262.4,0,217.16,217.16,0,0,organic,2015,Sacramento
42,2015-03-08,1.6,9666.61,4923.8,4582.74,0,160.07,160.07,0,0,organic,2015,Sacramento
43,2015-03-01,1.22,45355.38,25103.48,19850.03,0,401.87,401.87,0,0,organic,2015,Sacramento
44,2015-02-22,1.51,8785.09,5027.44,3605.45,0,152.2,148.87,3.33,0,organic,2015,Sacramento
45,2015-02-15,1.63,7436.13,3520.52,3406.08,0,509.53,509.53,0,0,organic,2015,Sacramento
46,2015-02-08,1.5,8676.28,3831.1,3186.51,0,1658.67,1658.67,0,0,organic,2015,Sacramento
47,2015-02-01,1.22,13195.65,7103.9,5624.41,0,467.34,467.34,0,0,organic,2015,Sacramento
48,2015-01-25,1.44,9707.59,4291.23,4741.77,0,674.59,674.59,0,0,organic,2015,Sacramento
49,2015-01-18,1.13,37233.34,15363.18,20986.36,0,883.8,883.8,0,0,organic,2015,Sacramento
50,2015-01-11,1.27,7598.26,4243.14,3033.84,0,321.28,321.28,0,0,organic,2015,Sacramento
51,2015-01-04,1.33,9213.49,3727.52,4327.52,0,1158.45,1158.45,0,0,organic,2015,Sacramento
0,2015-12-27,1.62,8704.72,1834.72,5181.54,0,1688.46,472.88,1215.58,0,organic,2015,SanDiego
1,2015-12-20,1.23,11727.34,1099.57,5048.8,0,5578.97,592.32,4986.65,0,organic,2015,SanDiego
2,2015-12-13,1.27,12242.29,1084.4,5007.42,3.24,6147.23,674.51,5472.72,0,organic,2015,SanDiego
3,2015-12-06,1.83,5564.87,1256.25,3763.92,0,544.7,541.37,3.33,0,organic,2015,SanDiego
4,2015-11-29,1.87,7022.99,1232.37,5300.75,0,489.87,489.87,0,0,organic,2015,SanDiego
5,2015-11-22,1.85,7438.22,1689,5341.01,0,408.21,397.37,10.84,0,organic,2015,SanDiego
6,2015-11-15,1.68,8438.39,1537.41,6399.23,0,501.75,430.1,71.65,0,organic,2015,SanDiego
7,2015-11-08,1.82,8902.22,1234.41,7001.62,0,666.19,499.65,166.54,0,organic,2015,SanDiego
8,2015-11-01,1.64,9456.39,1478.71,7160.95,0,816.73,775.12,41.61,0,organic,2015,SanDiego
9,2015-10-25,1.65,9164.19,1955.4,6641.62,0,567.17,561.7,5.47,0,organic,2015,SanDiego
10,2015-10-18,1.85,7576.11,1707.43,5314.68,0,554,554,0,0,organic,2015,SanDiego
11,2015-10-11,1.82,7472.6,2112.25,4869.08,0,491.27,491.27,0,0,organic,2015,SanDiego
12,2015-10-04,1.85,8490.07,1759.06,6195.85,0,535.16,535.16,0,0,organic,2015,SanDiego
13,2015-09-27,1.7,8898.69,2858.56,5619.88,0,420.25,420.25,0,0,organic,2015,SanDiego
14,2015-09-20,1.69,10284.23,2634.12,7404.88,0,245.23,245.23,0,0,organic,2015,SanDiego
15,2015-09-13,1.81,10361.87,3295.36,6467.03,0,599.48,596.15,3.33,0,organic,2015,SanDiego
16,2015-09-06,1.85,9341.22,2333.68,6614.63,0,392.91,392.91,0,0,organic,2015,SanDiego
17,2015-08-30,1.88,9085.45,1986.05,6676.52,0,422.88,422.88,0,0,organic,2015,SanDiego
18,2015-08-23,1.74,10817.27,2433.22,7936.29,0,447.76,447.76,0,0,organic,2015,SanDiego
19,2015-08-16,1.82,9064.11,2762.8,5555.73,0,745.58,745.58,0,0,organic,2015,SanDiego
20,2015-08-09,1.82,8902.03,2628.99,5592.09,0,680.95,680.95,0,0,organic,2015,SanDiego
21,2015-08-02,1.86,10242.52,2569.77,7080.66,0,592.09,592.09,0,0,organic,2015,SanDiego
22,2015-07-26,1.71,10276.01,2844.3,7142.17,0,289.54,289.54,0,0,organic,2015,SanDiego
23,2015-07-19,1.85,9159.44,2480.07,6332.4,0,346.97,346.97,0,0,organic,2015,SanDiego
24,2015-07-12,1.81,9760.46,3360.92,5927.1,0,472.44,472.44,0,0,organic,2015,SanDiego
25,2015-07-05,1.55,16352.08,3011.64,12801.71,0,538.73,538.73,0,0,organic,2015,SanDiego
26,2015-06-28,1.55,12946.65,2398.15,10206.13,0,342.37,342.37,0,0,organic,2015,SanDiego
27,2015-06-21,1.56,11055.46,2962.12,7601.86,0,491.48,491.48,0,0,organic,2015,SanDiego
28,2015-06-14,1.53,11438.64,3328.84,7539.16,3.44,567.2,567.2,0,0,organic,2015,SanDiego
29,2015-06-07,1.51,10372.71,2793.72,6690.16,0,888.83,888.83,0,0,organic,2015,SanDiego
30,2015-05-31,1.49,10940.85,2933.55,6895.9,0,1111.4,1111.4,0,0,organic,2015,SanDiego
31,2015-05-24,1.51,12044.14,2853.3,8566.51,0,624.33,624.33,0,0,organic,2015,SanDiego
32,2015-05-17,1.48,10914.03,2511.62,7398.74,0,1003.67,1003.67,0,0,organic,2015,SanDiego
33,2015-05-10,1.45,10480.68,2069.73,7045.39,0,1365.56,1365.56,0,0,organic,2015,SanDiego
34,2015-05-03,1.41,10506.78,2617.84,6294.57,0,1594.37,1594.37,0,0,organic,2015,SanDiego
35,2015-04-26,1.48,10698.67,2780.48,6603.33,0,1314.86,1314.86,0,0,organic,2015,SanDiego
36,2015-04-19,1.52,10267.95,2524.24,7216.36,0,527.35,527.35,0,0,organic,2015,SanDiego
37,2015-04-12,1.49,10665.71,3994.59,6126.03,0,545.09,545.09,0,0,organic,2015,SanDiego
38,2015-04-05,1.53,11171.13,4079.7,6401.32,0,690.11,690.11,0,0,organic,2015,SanDiego
39,2015-03-29,1.53,8962.77,3207.2,5150.91,0,604.66,604.66,0,0,organic,2015,SanDiego
40,2015-03-22,1.16,12951.28,8173.64,4447.33,0,330.31,330.31,0,0,organic,2015,SanDiego
41,2015-03-15,1.49,8349.37,7690.44,315.77,0,343.16,343.16,0,0,organic,2015,SanDiego
42,2015-03-08,1.48,9468.77,8439.16,375.38,0,654.23,654.23,0,0,organic,2015,SanDiego
43,2015-03-01,1.09,20407.13,18706.98,795.47,0,904.68,904.68,0,0,organic,2015,SanDiego
44,2015-02-22,1.44,11764.76,10994.31,483.78,0,286.67,286.67,0,0,organic,2015,SanDiego
45,2015-02-15,1.49,12775.39,11531.38,555.56,0,688.45,688.45,0,0,organic,2015,SanDiego
46,2015-02-08,1.29,15054.25,13016.65,926.02,0,1111.58,1111.58,0,0,organic,2015,SanDiego
47,2015-02-01,1.11,18623.99,16215.48,1142.06,2.89,1263.56,1263.56,0,0,organic,2015,SanDiego
48,2015-01-25,1.26,11132.08,9245.07,470.05,0,1416.96,1416.96,0,0,organic,2015,SanDiego
49,2015-01-18,1.29,14473.73,12300.47,580.15,0,1593.11,1593.11,0,0,organic,2015,SanDiego
50,2015-01-11,1.05,20089.52,18294.44,767.68,1.44,1025.96,1025.96,0,0,organic,2015,SanDiego
51,2015-01-04,1.23,19089.36,17522.46,735.22,2.87,828.81,828.81,0,0,organic,2015,SanDiego
0,2015-12-27,1.88,14081.58,792.47,13036.76,0,252.35,252.35,0,0,organic,2015,SanFrancisco
1,2015-12-20,1.87,13703.79,980.71,12582.57,0,140.51,140.51,0,0,organic,2015,SanFrancisco
2,2015-12-13,1.94,13713.65,1379.97,12152.1,0,181.58,181.58,0,0,organic,2015,SanFrancisco
3,2015-12-06,1.92,15144.79,1663.88,13355.31,0,125.6,125.6,0,0,organic,2015,SanFrancisco
4,2015-11-29,2.58,13218.02,953.12,12235.08,0,29.82,3.15,26.67,0,organic,2015,SanFrancisco
5,2015-11-22,2.04,14355.23,791.25,13499.38,0,64.6,37.93,26.67,0,organic,2015,SanFrancisco
6,2015-11-15,2.02,17078.8,1082.9,15979.71,0,16.19,16.19,0,0,organic,2015,SanFrancisco
7,2015-11-08,1.98,17886.78,1285.58,16543.45,0,57.75,51.08,6.67,0,organic,2015,SanFrancisco
8,2015-11-01,2.01,17582.93,1359.92,16197.47,0,25.54,25.54,0,0,organic,2015,SanFrancisco
9,2015-10-25,1.94,19311.21,1334.41,17960.82,0,15.98,15.98,0,0,organic,2015,SanFrancisco
10,2015-10-18,2.79,12642.11,961.55,11680.56,0,0,0,0,0,organic,2015,SanFrancisco
11,2015-10-11,2.66,14031.73,1046.84,12984.89,0,0,0,0,0,organic,2015,SanFrancisco
12,2015-10-04,2.59,15346.87,1418.72,13915.36,0,12.79,12.79,0,0,organic,2015,SanFrancisco
13,2015-09-27,2.74,11798.62,1220.59,10523.68,0,54.35,54.35,0,0,organic,2015,SanFrancisco
14,2015-09-20,2.79,15197.42,1209.92,13971.53,0,15.97,15.97,0,0,organic,2015,SanFrancisco
15,2015-09-13,2.73,14802.78,1404.23,13395.36,0,3.19,3.19,0,0,organic,2015,SanFrancisco
16,2015-09-06,2.73,15510.69,1413.91,14090.42,0,6.36,6.36,0,0,organic,2015,SanFrancisco
17,2015-08-30,2.77,15201.2,1561.91,13617.17,0,22.12,22.12,0,0,organic,2015,SanFrancisco
18,2015-08-23,2.71,15111.33,1808.29,13252.57,0,50.47,50.47,0,0,organic,2015,SanFrancisco
19,2015-08-16,2.73,15289.67,1761.18,13512.74,0,15.75,15.75,0,0,organic,2015,SanFrancisco
20,2015-08-09,2.72,15564.78,1802.46,13737.17,0,25.15,25.15,0,0,organic,2015,SanFrancisco
21,2015-08-02,2.76,13936.04,1762.59,12145.2,0,28.25,28.25,0,0,organic,2015,SanFrancisco
22,2015-07-26,2.75,15953.01,2892.83,13047.24,0,12.94,12.94,0,0,organic,2015,SanFrancisco
23,2015-07-19,2.36,19558.81,3893.65,15665.16,0,0,0,0,0,organic,2015,SanFrancisco
24,2015-07-12,2.09,23141.66,7913.24,15212.8,0,15.62,15.62,0,0,organic,2015,SanFrancisco
25,2015-07-05,1.96,23306.75,13491.33,9796.67,0,18.75,18.75,0,0,organic,2015,SanFrancisco
26,2015-06-28,1.96,19868.9,12195.44,7667.22,0,6.24,6.24,0,0,organic,2015,SanFrancisco
27,2015-06-21,1.95,23502.62,14256,9227.71,0,18.91,15.58,3.33,0,organic,2015,SanFrancisco
28,2015-06-14,1.95,23972.69,15257.42,8712.16,0,3.11,3.11,0,0,organic,2015,SanFrancisco
29,2015-06-07,1.96,22886.87,14837.87,8027.21,0,21.79,21.79,0,0,organic,2015,SanFrancisco
30,2015-05-31,1.54,24581.46,15942.89,8626.08,0,12.49,12.49,0,0,organic,2015,SanFrancisco
31,2015-05-24,1.52,29319.95,19270.32,10024.67,0,24.96,24.96,0,0,organic,2015,SanFrancisco
32,2015-05-17,1.53,31271.46,22521.08,8741.03,0,9.35,9.35,0,0,organic,2015,SanFrancisco
33,2015-05-10,1.48,33676.05,23021.28,10608.04,0,46.73,46.73,0,0,organic,2015,SanFrancisco
34,2015-05-03,1.55,29248.72,19043.11,10162.2,0,43.41,43.41,0,0,organic,2015,SanFrancisco
35,2015-04-26,1.52,31950.47,22964.23,8946,0,40.24,40.24,0,0,organic,2015,SanFrancisco
36,2015-04-19,1.55,28984.95,19780.58,9164.18,0,40.19,40.19,0,0,organic,2015,SanFrancisco
37,2015-04-12,1.54,28220.45,18887.66,9332.79,0,0,0,0,0,organic,2015,SanFrancisco
38,2015-04-05,1.55,26530.7,17104.69,9426.01,0,0,0,0,0,organic,2015,SanFrancisco
39,2015-03-29,1.55,28094.96,18872.86,9215.92,0,6.18,6.18,0,0,organic,2015,SanFrancisco
40,2015-03-22,1.34,21370.71,12997.29,8370.33,0,3.09,3.09,0,0,organic,2015,SanFrancisco
41,2015-03-15,1.56,21389.7,13268.66,8105.63,0,15.41,15.41,0,0,organic,2015,SanFrancisco
42,2015-03-08,1.56,20111.3,12933.84,7159,0,18.46,18.46,0,0,organic,2015,SanFrancisco
43,2015-03-01,1.09,49820.01,34980.14,14818.37,0,21.5,21.5,0,0,organic,2015,SanFrancisco
44,2015-02-22,1.39,37223.45,25492.53,11724.78,0,6.14,6.14,0,0,organic,2015,SanFrancisco
45,2015-02-15,1.55,24986.4,16514.7,8294.37,0,177.33,177.33,0,0,organic,2015,SanFrancisco
46,2015-02-08,1.35,27556.76,17561.23,9396.92,0,598.61,598.61,0,0,organic,2015,SanFrancisco
47,2015-02-01,1.06,57802.02,38413.44,19160.87,0,227.71,227.71,0,0,organic,2015,SanFrancisco
48,2015-01-25,1.34,27146.81,17038.27,9879.87,0,228.67,228.67,0,0,organic,2015,SanFrancisco
