expedition_id,peak_name,year,season,basecamp_date,highpoint_date,termination_date,termination_reason,highpoint_metres,members,member_deaths,hired_staff,hired_staff_deaths,oxygen_used,trekking_agency
EVER13146,Everest,2013,Spring,4/10/2013,5/10/2013,5/13/2013,"Illness, AMS, exhaustion, or frostbite",8400,1,0,2,0,TRUE,Seven Summit Treks
EVER13147,Everest,2013,Spring,5/7/2013,5/22/2013,5/26/2013,Success (main peak),8850,1,0,1,0,TRUE,Thamserku Trekking
EVER13149,Everest,2013,Spring,4/15/2013,5/23/2013,5/26/2013,"Bad weather (storms, high winds)",8300,1,0,1,0,TRUE,High Altitude Dreams
EVER13151,Everest,2013,Spring,4/25/2013,5/18/2013,5/21/2013,Success (main peak),8850,2,0,4,0,TRUE,Sherpa Shangri-La Trekking
EVER13154,Everest,2013,Spring,4/28/2013,5/20/2013,5/25/2013,Success (main peak),8850,7,0,7,0,TRUE,Cosmo Treks
EVER12190,Everest,2012,Spring,NA,NA,NA,"Bad weather (storms, high winds)",7900,1,0,1,0,TRUE,Dream Himalaya Adventures
EVER11304,Everest,2011,Autumn,9/1/2011,NA,NA,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7300,1,0,0,0,FALSE,Babu Sherpa
EVER11195,Everest,2011,Spring,4/19/2011,4/29/2011,NA,Unknown,7000,1,0,1,0,FALSE,7 Summits Adventure
EVER13155,Everest,2013,Spring,4/21/2013,5/23/2013,5/26/2013,Success (main peak),8850,10,0,10,0,TRUE,Rolwaling Excursion
EVER13156,Everest,2013,Spring,4/14/2013,5/15/2013,5/23/2013,Success (main peak),8850,1,0,2,1,TRUE,Mountain Consult
EVER13157,Everest,2013,Spring,4/5/2013,5/17/2013,5/21/2013,Success (main peak),8850,4,0,5,0,TRUE,Peak Promotion
EVER13158,Everest,2013,Spring,4/13/2013,5/5/2013,5/16/2013,Accident (death or serious injury),8000,2,1,0,0,FALSE,Cho Oyu Trekking
EVER13160,Everest,2013,Spring,4/22/2013,5/19/2013,5/24/2013,Success (main peak),8850,18,0,13,0,TRUE,Arun Treks
EVER13161,Everest,2013,Spring,4/21/2013,5/19/2013,5/22/2013,Success (main peak),8850,1,0,1,0,TRUE,Himalayan Guides
EVER13162,Everest,2013,Spring,4/11/2013,5/17/2013,5/19/2013,Success (main peak),8850,2,0,2,0,TRUE,Peak Promotion
EVER13165,Everest,2013,Spring,4/17/2013,5/19/2013,5/23/2013,Success (main peak),8850,1,0,1,0,TRUE,Seven Summit Treks
EVER13166,Everest,2013,Spring,4/16/2013,5/22/2013,5/24/2013,Success (main peak),8850,5,0,10,0,TRUE,Sherpa Shangri-La Trekking
EVER13168,Everest,2013,Spring,4/14/2013,5/18/2013,5/21/2013,Success (main peak),8850,16,0,20,0,TRUE,Sherpa Shangri-La Trekking
EVER13169,Everest,2013,Spring,4/9/2013,5/16/2013,5/20/2013,"Bad weather (storms, high winds)",8400,1,0,2,0,TRUE,Nepal Social Treks (Snowy Horizon permit)
EVER13170,Everest,2013,Spring,4/9/2013,5/16/2013,5/20/2013,Lack (or loss) of supplies or equipment,7400,1,0,1,0,TRUE,Nepal Social Treks (Snowy Horizon permit)
EVER13172,Everest,2013,Spring,4/13/2013,5/19/2013,5/21/2013,Success (main peak),8850,12,0,12,0,TRUE,Summit Nepal Trekking
EVER13174,Everest,2013,Spring,4/19/2013,5/20/2013,5/24/2013,Success (main peak),8850,1,0,1,0,TRUE,World Records Expeditions
EVER13175,Everest,2013,Spring,4/14/2013,5/22/2013,5/24/2013,Success (main peak),8850,11,0,14,0,TRUE,Expedition Himalaya
EVER13176,Everest,2013,Spring,4/5/2013,5/23/2013,5/26/2013,Success (main peak),8850,6,0,5,0,TRUE,High Altitude Dreams
EVER13177,Everest,2013,Spring,4/16/2013,5/21/2013,5/22/2013,Success (main peak),8850,8,0,10,0,TRUE,Active Holiday Nepal Treks
EVER13178,Everest,2013,Spring,4/17/2013,5/23/2013,5/26/2013,Success (main peak),8850,4,0,20,0,TRUE,Rolwaling Treks
EVER13179,Everest,2013,Spring,4/9/2013,5/10/2013,5/25/2013,Success (main peak),8850,14,0,13,0,TRUE,Mountain Experience
EVER13180,Everest,2013,Spring,4/17/2013,5/19/2013,5/26/2013,Success (main peak),8850,8,0,10,0,TRUE,Everest Parivar
EVER13181,Everest,2013,Spring,4/10/2013,5/18/2013,5/15/2013,Success (main peak),8850,42,0,65,1,TRUE,Beyul Adventure
EVER13182,Everest,2013,Spring,4/5/2013,5/19/2013,5/21/2013,Success (main peak),8850,1,0,1,0,TRUE,Seven Summit Treks
EVER13184,Everest,2013,Spring,4/12/2013,4/19/2013,4/30/2013,Other,7500,3,0,0,0,FALSE,Cho Oyu Trekking
EVER13148,Everest,2013,Spring,4/11/2013,5/18/2013,5/22/2013,Success (main peak),8850,1,0,2,0,TRUE,7 Summits Adventure
EVER13183,Everest,2013,Spring,4/15/2013,5/22/2013,5/24/2013,Success (main peak),8850,16,0,14,0,TRUE,Everest Parivar
EVER13185,Everest,2013,Spring,4/19/2013,5/19/2013,5/23/2013,Success (main peak),8850,16,1,13,0,TRUE,7 Summits Adventure
EVER13186,Everest,2013,Spring,4/23/2013,5/19/2013,5/26/2013,Success (main peak),8850,25,0,34,0,TRUE,Rimo Expeditions
EVER13173,Everest,2013,Spring,4/19/2013,5/20/2013,5/24/2013,Success (main peak),8850,4,0,5,0,TRUE,Thamserku Trekking
EVER13171,Everest,2013,Spring,4/8/2013,5/19/2013,5/22/2013,Success (main peak),8850,11,0,15,0,TRUE,Senge Treks & Expeditions
EVER13167,Everest,2013,Spring,4/8/2013,5/22/2013,5/23/2013,Success (main peak),8850,1,0,1,0,TRUE,Sherpa Shangri-La Trekking
EVER13101,Everest,2013,Spring,4/14/2013,5/18/2013,5/28/2013,Success (main peak),8850,21,0,20,0,TRUE,Asian Trekking
EVER13102,Everest,2013,Spring,4/15/2013,5/19/2013,5/26/2013,Success (main peak),8850,4,0,4,0,TRUE,Asian Trekking
EVER13119,Everest,2013,Spring,4/19/2013,5/19/2013,5/21/2013,Success (main peak),8850,11,0,12,1,TRUE,Seven Summit Treks
EVER13124,Everest,2013,Spring,NA,5/24/2013,NA,"Illness, AMS, exhaustion, or frostbite",8300,2,0,1,0,FALSE,Monterosa Treks?
EVER13125,Everest,2013,Spring,NA,NA,NA,Unknown,NA,1,0,0,0,FALSE,NA
EVER13163,Everest,2013,Spring,4/12/2013,5/18/2013,5/23/2013,Success (main peak),8850,2,0,2,0,TRUE,Loben Expeditions
EVER13126,Everest,2013,Spring,4/18/2013,5/21/2013,5/26/2013,Success (main peak),8850,8,0,8,0,TRUE,Seven Summit Treks
EVER13127,Everest,2013,Spring,NA,NA,NA,Unknown,NA,3,0,0,0,FALSE,Himalayan Sherpa Adventure?
EVER13129,Everest,2013,Spring,4/15/2013,5/16/2013,5/20/2013,Unknown,NA,1,0,1,0,FALSE,Snowy Horizon Treks
EVER13130,Everest,2013,Spring,NA,5/21/2013,NA,Success (main peak),8850,7,0,8,0,TRUE,Ever Quest Expeditions
EVER13131,Everest,2013,Spring,4/17/2013,5/19/2013,NA,Success (main peak),8850,1,0,0,0,TRUE,Seven Summit Treks
EVER13133,Everest,2013,Spring,4/20/2013,5/20/2013,5/23/2013,Success (main peak),8850,7,1,4,0,TRUE,Seven Summit Treks
EVER13134,Everest,2013,Spring,NA,5/20/2013,NA,Success (main peak),8850,1,1,0,0,FALSE,Seven Summit Treks
EVER13137,Everest,2013,Spring,NA,5/19/2013,NA,Success (main peak),8850,1,0,2,0,TRUE,Seven Summit Treks
EVER13140,Everest,2013,Spring,4/11/2013,5/19/2013,5/22/2013,Success (main peak),8850,1,0,1,0,TRUE,7 Summits Adventure
EVER13143,Everest,2013,Spring,5/6/2013,5/20/2013,5/24/2013,Success (main peak),8850,6,0,2,0,TRUE,Pemba Dorje Sherpa (Snowy Horizon permit)
EVER13145,Everest,2013,Spring,5/7/2013,5/20/2013,5/22/2013,Other,8700,1,0,0,0,FALSE,Thamserku Trekking
EVER13152,Everest,2013,Spring,4/7/2013,5/13/2013,5/16/2013,Success (main peak),8850,4,0,5,0,TRUE,Himalayan Ascent
EVER13150,Everest,2013,Spring,NA,NA,NA,Did not attempt climb,NA,1,0,0,0,FALSE,Himalayan Guides/Asian Trekking
EVER13164,Everest,2013,Spring,5/9/2013,5/21/2013,5/23/2013,Success (main peak),8850,1,0,2,0,TRUE,Seven Summit Treks
EVER13159,Everest,2013,Spring,4/17/2013,5/21/2013,5/23/2013,Success (main peak),8850,1,0,1,0,TRUE,Seven Summit Treks
EVER13153,Everest,2013,Spring,4/15/2013,5/16/2013,5/20/2013,"Bad weather (storms, high winds)",8300,2,0,2,0,TRUE,Snowy Horizon Treks
EVER13110,Everest,2013,Spring,4/16/2013,5/20/2013,5/23/2013,"Illness, AMS, exhaustion, or frostbite",7220,4,0,1,0,TRUE,Monterosa Treks
EVER12191,Everest,2012,Spring,4/17/2012,5/19/2012,5/22/2012,Success (main peak),8850,2,0,3,0,TRUE,Himalayan Guides
EVER13188,Everest,2013,Spring,4/18/2013,5/22/2013,5/26/2013,Success (main peak),8850,3,0,2,0,TRUE,Seven Summit Treks
EVER13187,Everest,2013,Spring,4/12/2013,5/19/2013,5/23/2013,Success (main peak),8850,3,0,3,0,TRUE,Loben Expeditions
EVER14117,Everest,2014,Spring,4/14/2014,4/14/2014,4/21/2014,Other,5350,2,0,1,0,FALSE,High Altitude Dreams
EVER14137,Everest,2014,Spring,4/23/2014,4/23/2014,4/26/2014,Other,5350,9,0,2,0,FALSE,Dreamers Destination Treks (Seven Summit permit)
EVER14140,Everest,2014,Spring,NA,NA,NA,Did not reach base camp,NA,11,0,0,0,FALSE,Rolwaling Treks
EVER14104,Everest,2014,Spring,4/25/2014,4/25/2014,4/29/2014,Other,5350,3,0,0,0,FALSE,Shangri-La Nepal Treks
EVER14105,Everest,2014,Spring,4/16/2014,4/16/2014,4/26/2014,Other,5350,6,0,5,0,FALSE,Shangri-La Nepal Treks
EVER14106,Everest,2014,Spring,4/13/2014,4/23/2014,4/27/2014,Other,5350,6,0,2,2,FALSE,Shangri-La Nepal Treks
EVER14107,Everest,2014,Spring,4/12/2014,4/12/2014,4/27/2014,Other,5350,12,0,1,1,FALSE,Summit Nepal Trekking
EVER14108,Everest,2014,Spring,4/13/2014,4/18/2014,4/28/2014,Accident (death or serious injury),5800,2,0,3,3,FALSE,Himalayan Guides
EVER14111,Everest,2014,Spring,4/9/2014,4/18/2014,4/24/2014,Other,5700,9,0,8,0,FALSE,Shangri-La Nepal Treks
EVER14109,Everest,2014,Spring,4/10/2014,4/22/2014,4/25/2014,Other,5350,12,0,12,1,FALSE,Senge Treks & Expeditions
EVER14110,Everest,2014,Spring,4/11/2014,4/12/2014,4/25/2014,Other,6400,10,0,12,0,FALSE,High Altitude Dreams
EVER14112,Everest,2014,Spring,4/5/2014,4/5/2014,4/18/2014,Other,5350,7,0,7,0,FALSE,Ever Quest Expeditions
EVER14113,Everest,2014,Spring,4/12/2014,4/12/2014,4/19/2014,Accident (death or serious injury),5350,7,0,12,0,FALSE,Himalayan Guides
EVER14114,Everest,2014,Spring,4/12/2014,4/18/2014,5/4/2014,Accident (death or serious injury),5800,8,0,24,4,FALSE,Himalayan Guides
EVER14115,Everest,2014,Spring,4/11/2014,4/11/2014,4/26/2014,Other,5800,8,0,23,0,FALSE,Expedition Himalaya
EVER14116,Everest,2014,Spring,3/10/2014,4/10/2014,5/2/2014,Other,5350,22,0,20,0,FALSE,Mountain Experience
EVER14101,Everest,2014,Spring,4/14/2014,4/14/2014,4/28/2014,Other,5350,18,0,0,0,FALSE,Asian Trekking
EVER14102,Everest,2014,Spring,4/12/2014,5/24/2014,5/31/2014,Success (main peak),8850,14,0,11,0,TRUE,Asian Trekking
EVER14121,Everest,2014,Spring,NA,5/23/2014,NA,Success (main peak),8850,8,0,27,0,TRUE,Holy Mountain Adventure
EVER14119,Everest,2014,Spring,4/18/2014,4/18/2014,5/7/2014,Other,5350,10,0,0,0,FALSE,Everest Parivar
EVER14120,Everest,2014,Spring,4/23/2014,5/24/2014,5/28/2014,"Bad weather (storms, high winds)",8300,1,0,0,0,FALSE,Thamserku Trekking
EVER14122,Everest,2014,Spring,4/15/2014,5/25/2014,5/29/2014,Success (main peak),8850,4,0,4,0,TRUE,Seven Summit Treks
EVER14130,Everest,2014,Spring,4/18/2014,4/18/2014,4/28/2014,Other,5350,1,0,0,0,FALSE,Himalaya Expeditions/Seven Summit Treks
EVER14131,Everest,2014,Spring,4/15/2014,NA,4/28/2014,Other,5350,1,0,1,0,FALSE,Seven Summit Treks
EVER14142,Everest,2014,Spring,4/11/2014,4/15/2014,4/25/2014,Other,5600,1,0,2,0,FALSE,Peak Promotion
EVER14128,Everest,2014,Spring,5/14/2014,5/25/2014,5/28/2014,"Bad weather (storms, high winds)",8500,2,0,1,0,FALSE,Thamserku Trekking
EVER14129,Everest,2014,Spring,4/15/2014,5/25/2014,5/28/2014,Success (main peak),8850,11,0,14,0,TRUE,Active Holiday Nepal Treks
EVER14125,Everest,2014,Spring,4/14/2014,4/14/2014,4/27/2014,Other,5350,2,0,2,0,FALSE,Himalayan Guides
EVER14132,Everest,2014,Spring,4/19/2014,4/19/2014,4/25/2014,Other,5350,6,0,0,0,FALSE,Seven Summit Treks
EVER14133,Everest,2014,Spring,4/18/2014,4/18/2014,4/27/2014,Other,5350,6,0,0,0,FALSE,Seven Summit Treks
EVER14156,Everest,2014,Spring,4/23/2014,4/23/2014,4/28/2014,Other,5350,1,0,3,0,FALSE,Nombu Trekking
EVER14118,Everest,2014,Spring,4/11/2014,4/17/2014,4/25/2014,Accident (death or serious injury),5800,5,0,5,0,FALSE,High Altitude Dreams
EVER14103,Everest,2014,Spring,4/13/2014,4/18/2014,4/24/2014,Accident (death or serious injury),5800,2,0,0,0,FALSE,Asian Trekking
EVER14126,Everest,2014,Spring,4/19/2014,4/19/2014,4/26/2014,Other,5350,5,0,5,0,FALSE,Himalayan Guides
EVER14149,Everest,2014,Spring,NA,NA,NA,Did not reach base camp,NA,1,0,0,0,FALSE,Shangri-La Nepal Treks
EVER14145,Everest,2014,Spring,4/18/2014,4/18/2014,4/30/2014,Other,5350,1,0,1,0,FALSE,Prestige Adventure
EVER14147,Everest,2014,Spring,4/16/2014,4/23/2014,4/26/2014,Other,5350,1,0,1,0,FALSE,Adventure Ascents
EVER14148,Everest,2014,Spring,4/24/2014,4/24/2014,4/25/2014,Other,5350,4,0,5,0,FALSE,Shangri-La Nepal Treks
EVER14136,Everest,2014,Spring,4/27/2014,4/27/2014,4/28/2014,Other,5350,1,0,0,0,FALSE,Seven Summit Treks
EVER14151,Everest,2014,Spring,4/9/2014,4/9/2014,4/27/2014,Other,5350,4,0,6,0,FALSE,Dream Himalaya Adventures
EVER14153,Everest,2014,Spring,4/14/2014,5/25/2014,5/31/2014,Success (main peak),8850,5,0,5,0,TRUE,Makalu Adventure
EVER14154,Everest,2014,Spring,5/9/2014,5/23/2014,5/29/2014,"Bad weather (storms, high winds)",7800,2,0,0,0,FALSE,Cho Oyu Trekking
EVER14161,Everest,2014,Spring,5/7/2014,5/23/2014,5/25/2014,Success (main peak),8850,1,0,5,0,TRUE,Himalayan Sherpa Adventure
EVER14163,Everest,2014,Spring,4/17/2014,4/23/2014,5/4/2014,"Illness, AMS, exhaustion, or frostbite",6400,1,0,1,0,TRUE,Expedition Himalaya (Seven Summit Treks permit)
EVER14165,Everest,2014,Spring,4/14/2014,5/25/2014,6/1/2014,Success (main peak),8850,6,0,5,0,TRUE,Everest Parivar
EVER14166,Everest,2014,Spring,4/17/2014,5/24/2014,5/28/2014,Success (main peak),8850,19,0,18,0,TRUE,7 Summits Adventure
EVER14150,Everest,2014,Spring,4/13/2014,4/18/2014,4/22/2014,Accident (death or serious injury),5800,11,0,4,3,FALSE,Shangri-La Nepal Treks
EVER14152,Everest,2014,Spring,4/15/2014,5/25/2014,5/28/2014,Success (main peak),8850,5,0,7,0,TRUE,Arun Treks
EVER14127,Everest,2014,Spring,4/17/2014,5/24/2014,5/29/2014,"Bad weather (storms, high winds)",7800,1,0,1,0,FALSE,Adventure Thamserku (Seven Summit Treks permit)
EVER14135,Everest,2014,Spring,4/15/2014,4/18/2014,4/27/2014,Other,5800,13,0,6,0,FALSE,Seven Summit Treks
EVER14164,Everest,2014,Spring,4/16/2014,5/24/2014,5/29/2014,Success (main peak),8850,4,0,3,0,TRUE,Monterosa Treks
EVER14123,Everest,2014,Spring,NA,NA,NA,Other,5350,4,0,0,0,FALSE,Shangri-La Nepal Treks?
EVER14144,Everest,2014,Spring,NA,4/19/2014,NA,Other,6400,35,0,16,0,FALSE,Beyul Adventure
EVER14124,Everest,2014,Spring,NA,NA,NA,Other,5350,5,0,0,0,FALSE,Himalayan Guides
EVER14162,Everest,2014,Spring,NA,NA,NA,Other,5350,3,0,0,0,FALSE,NA
EVER14138,Everest,2014,Spring,4/12/2014,NA,4/27/2014,Other,5350,7,0,0,0,FALSE,Snowy Horizon Treks
EVER14139,Everest,2014,Spring,NA,NA,NA,Other,5350,6,0,0,0,FALSE,Trekking Camp Nepal?
EVER14141,Everest,2014,Spring,NA,NA,NA,Other,5350,3,0,0,0,FALSE,7 Summits Adventure
EVER14143,Everest,2014,Spring,4/17/2014,4/17/2014,4/28/2014,Other,5350,2,0,3,0,FALSE,Trekking Camp Nepal
EVER14146,Everest,2014,Spring,4/16/2014,4/18/2014,4/26/2014,Accident (death or serious injury),5800,3,0,2,1,FALSE,Himalayan Ascent (Seven Summit Treks permit)
EVER14134,Everest,2014,Spring,NA,4/18/2014,NA,Accident (death or serious injury),5800,7,0,2,2,FALSE,Seven Summit Treks
EVER14155,Everest,2014,Spring,NA,NA,NA,Other,5350,9,0,0,0,FALSE,Ascent Himalayas
EVER14157,Everest,2014,Spring,NA,NA,NA,Other,5350,1,0,0,0,FALSE,Himalayan Guides
EVER14158,Everest,2014,Spring,NA,NA,NA,Other,5350,1,0,0,0,FALSE,Himalayan Guides
EVER14159,Everest,2014,Spring,NA,NA,NA,Other,5350,1,0,0,0,FALSE,Nepal Charity Treks
EVER14160,Everest,2014,Spring,NA,NA,NA,Other,5350,2,0,0,0,FALSE,High Altitude Dreams permit
EVER14167,Everest,2014,Spring,4/16/2014,5/25/2014,5/29/2014,Success (main peak),8850,1,0,1,0,TRUE,Himalayan Guides (Seven Summit Treks permit)
EVER14168,Everest,2014,Spring,4/17/2014,5/23/2014,5/29/2014,"Illness, AMS, exhaustion, or frostbite",7800,1,0,1,0,TRUE,Seven Summit Treks
EVER15168,Everest,2015,Spring,4/13/2015,4/25/2015,4/27/2015,Other,6500,17,1,20,0,FALSE,Himalayan Guides
EVER15112,Everest,2015,Spring,4/13/2015,4/17/2015,5/1/2015,Other,6400,9,0,9,0,FALSE,Seven Summit Treks
EVER15122,Everest,2015,Spring,4/11/2015,4/23/2015,5/1/2015,Other,6400,7,0,14,0,FALSE,Expedition Himalaya
EVER15159,Everest,2015,Spring,4/12/2015,4/22/2015,5/24/2015,Other,6400,14,0,27,6,FALSE,Himalayan Guides
EVER15160,Everest,2015,Spring,4/12/2015,4/24/2015,5/1/2015,Other,6100,4,0,5,0,FALSE,Himalayan Trailblazer
EVER15129,Everest,2015,Spring,4/9/2015,4/23/2015,4/27/2015,Other,6500,3,0,5,0,FALSE,High Altitude Dreams
EVER15105,Everest,2015,Spring,4/13/2015,4/24/2015,5/4/2015,Other,6400,12,0,7,0,FALSE,Everest Parivar
EVER15140,Everest,2015,Spring,4/9/2015,4/9/2015,4/27/2015,Other,5350,4,0,5,0,FALSE,Dream Himalaya Adventures
EVER15115,Everest,2015,Spring,4/10/2015,4/23/2015,5/2/2015,Other,6400,1,0,0,0,FALSE,Seven Summit Treks
EVER15158,Everest,2015,Spring,4/15/2015,4/25/2015,4/29/2015,Other,6100,2,0,2,0,FALSE,Himalayan Guides
EVER15120,Everest,2015,Spring,4/16/2015,4/23/2015,5/1/2015,Other,7000,5,0,0,0,FALSE,Expedition Himalaya
EVER15137,Everest,2015,Spring,4/25/2015,4/25/2015,5/1/2015,Other,5100,8,0,0,0,FALSE,Shangri-La Nepal Treks
EVER15109,Everest,2015,Spring,4/15/2015,4/22/2015,4/30/2015,Other,6000,2,0,0,0,FALSE,Thamserku Trekking
EVER15116,Everest,2015,Spring,4/11/2015,4/25/2015,4/28/2015,Other,5950,1,0,1,0,FALSE,Seven Summit Treks
EVER15135,Everest,2015,Spring,4/20/2015,4/23/2015,5/4/2015,Other,6400,15,0,20,0,FALSE,Arun Treks
EVER15152,Everest,2015,Spring,4/27/2015,NA,5/1/2015,Other,5350,4,0,1,0,FALSE,Shangri-La Nepal Treks
EVER15101,Everest,2015,Spring,4/22/2015,4/25/2015,4/30/2015,Other,6300,16,0,15,0,FALSE,Asian Trekking
EVER15106,Everest,2015,Spring,4/12/2015,4/25/2015,5/29/2015,Other,6500,36,0,43,0,FALSE,Beyul Adventure
EVER15110,Everest,2015,Spring,4/15/2015,4/26/2015,5/1/2015,Other,6400,2,0,0,0,FALSE,Thamserku Trekking
EVER15124,Everest,2015,Spring,4/18/2015,4/24/2015,5/3/2015,Other,6400,3,0,0,0,FALSE,Mountain Experience
EVER15125,Everest,2015,Spring,4/10/2015,4/20/2015,5/26/2015,Other,6400,12,1,11,0,FALSE,Summit Nepal Trekking
EVER15126,Everest,2015,Spring,4/14/2015,4/25/2015,4/28/2015,Other,6110,16,0,17,0,FALSE,Summit Nepal Trekking
EVER15111,Everest,2015,Spring,NA,NA,NA,Other,NA,5,0,0,0,FALSE,Thamserku Trekking
EVER15102,Everest,2015,Spring,4/15/2015,4/25/2015,5/3/2015,Other,6400,7,0,8,0,FALSE,Asian Trekking
EVER15139,Everest,2015,Spring,NA,NA,NA,Other,6400,20,0,0,0,FALSE,Holy Mountain Adventure
EVER15103,Everest,2015,Spring,4/17/2015,4/25/2015,5/28/2015,Other,6400,6,0,0,0,FALSE,Asian Trekking
EVER15133,Everest,2015,Spring,4/9/2015,4/15/2015,5/2/2015,Other,5800,5,0,5,0,FALSE,Ever Quest Expeditions
EVER15128,Everest,2015,Spring,4/4/2015,4/24/2015,4/30/2015,Other,6500,8,0,11,0,FALSE,High Altitude Dreams
EVER15123,Everest,2015,Spring,4/10/2015,4/12/2015,5/6/2015,Other,6100,15,0,17,0,FALSE,Mountain Experience
EVER15130,Everest,2015,Spring,4/11/2015,4/25/2015,4/30/2015,Other,6300,1,0,1,0,FALSE,Explore Himalaya (Expedition Himalaya permit)
EVER15131,Everest,2015,Spring,4/14/2015,4/24/2015,4/26/2015,Other,6400,8,0,16,0,FALSE,Ascent Himalayas
EVER15132,Everest,2015,Spring,4/4/2015,5/13/2015,5/1/2015,Other,6500,7,0,7,0,FALSE,Ever Quest Expeditions
EVER15161,Everest,2015,Spring,4/16/2015,4/16/2015,4/26/2015,Other,5350,6,1,5,1,FALSE,Dreamers Destination Treks
EVER15107,Everest,2015,Spring,4/15/2015,4/22/2015,4/29/2015,Other,6400,18,0,2,0,FALSE,Active Holiday Nepal Treks
EVER15117,Everest,2015,Spring,4/20/2015,4/25/2015,4/27/2015,Other,5600,7,0,28,0,FALSE,Seven Summit Treks
EVER15136,Everest,2015,Spring,4/15/2015,4/22/2015,4/25/2015,Other,6400,5,0,9,0,FALSE,Arun Treks
EVER15113,Everest,2015,Spring,4/26/2015,4/26/2015,5/3/2015,Other,5350,1,0,0,0,FALSE,Seven Summit Treks
EVER15138,Everest,2015,Spring,4/15/2015,4/22/2015,5/2/2015,Other,6300,3,0,0,0,FALSE,Shangri-La Nepal Treks?
EVER15121,Everest,2015,Spring,4/14/2015,4/20/2015,5/7/2015,Other,6400,2,0,3,0,FALSE,Expedition Himalaya
EVER15108,Everest,2015,Spring,4/15/2015,4/21/2015,5/1/2015,Other,6400,7,0,5,0,FALSE,Thamserku Trekking
EVER15141,Everest,2015,Spring,NA,4/25/2015,NA,Did not attempt climb,6100,1,0,4,0,FALSE,Peak Promotion
EVER15142,Everest,2015,Spring,4/10/2015,4/25/2015,4/27/2015,Other,6500,6,0,9,0,FALSE,Peaks of Nepal
EVER15143,Everest,2015,Spring,NA,NA,NA,Other,NA,5,0,7,0,FALSE,Seven Brothers Summiters
EVER15127,Everest,2015,Spring,4/25/2015,4/25/2015,NA,Other,6100,3,0,6,0,FALSE,High Altitude Dreams
EVER15145,Everest,2015,Spring,4/11/2015,4/24/2015,NA,Other,6100,1,0,1,0,FALSE,Khumbu Shangri-La Nepal
EVER15146,Everest,2015,Spring,NA,NA,NA,Other,NA,3,0,1,0,FALSE,Dream Himalaya Adventures permit
EVER15147,Everest,2015,Spring,4/24/2015,NA,NA,Other,NA,1,0,0,0,FALSE,Expedition Himalaya permit
EVER15148,Everest,2015,Spring,4/18/2015,4/25/2015,5/1/2015,Other,6100,1,0,1,0,FALSE,Prestige Adventure (Expedition Himalaya permit)
EVER15149,Everest,2015,Spring,4/21/2015,4/24/2015,4/29/2015,Other,6100,2,0,1,0,FALSE,Prestige Adventure (Expedition Himalaya permit)?
EVER15150,Everest,2015,Spring,4/13/2015,4/25/2015,NA,Other,6400,8,0,14,0,FALSE,Shangri-La Nepal Treks
EVER15151,Everest,2015,Spring,4/19/2015,NA,5/2/2015,Other,NA,3,0,0,0,FALSE,Shangri-La Nepal Treks
EVER15174,Everest,2015,Spring,4/9/2015,4/24/2015,NA,Other,6400,6,0,8,0,FALSE,Snowy Horizon Treks
EVER15153,Everest,2015,Spring,NA,4/25/2015,NA,Other,6100,3,0,1,0,FALSE,Himalayan Guides
EVER15154,Everest,2015,Spring,4/17/2015,4/25/2015,4/29/2015,Other,6100,5,0,11,3,FALSE,Himalayan Guides
EVER15155,Everest,2015,Spring,4/27/2015,NA,4/27/2015,Other,6100,3,0,3,0,FALSE,Himalayan Guides
EVER15156,Everest,2015,Spring,NA,4/25/2015,NA,Other,6100,1,0,0,0,FALSE,Himalayan Guides
EVER15167,Everest,2015,Spring,4/7/2015,NA,4/28/2015,Other,NA,4,0,3,0,FALSE,Makalu Adventure permit
EVER15166,Everest,2015,Spring,4/15/2015,4/21/2015,NA,Other,7000,11,0,6,0,FALSE,Makalu Adventure
EVER15104,Everest,2015,Spring,4/18/2015,4/25/2015,5/2/2015,Other,6100,9,0,6,0,FALSE,Everest Parivar
EVER15134,Everest,2015,Spring,NA,NA,NA,Other,NA,9,0,15,0,FALSE,Arun Treks
EVER15175,Everest,2015,Spring,NA,NA,NA,Other,NA,6,0,6,0,FALSE,Cosmo Treks
EVER15162,Everest,2015,Spring,NA,NA,NA,Other,NA,1,0,1,1,FALSE,Dreamers Destination Treks
EVER15119,Everest,2015,Spring,NA,NA,NA,Other,NA,6,0,0,0,FALSE,Seven Summit Treks
EVER15164,Everest,2015,Spring,NA,NA,NA,Other,NA,3,0,0,0,FALSE,Dreamers Destination Treks permit
EVER15163,Everest,2015,Spring,NA,NA,NA,Other,NA,4,0,0,0,FALSE,Dreamers Destination Treks
EVER15157,Everest,2015,Spring,NA,NA,NA,Other,NA,1,0,0,0,FALSE,Himalayan Guides
EVER15114,Everest,2015,Spring,4/19/2015,NA,4/26/2015,Other,NA,15,0,0,0,FALSE,Seven Summit Treks
EVER15118,Everest,2015,Spring,NA,NA,NA,Other,NA,14,0,0,0,FALSE,Seven Summit Treks
EVER15170,Everest,2015,Spring,4/9/2015,NA,4/27/2015,Other,NA,1,0,0,0,FALSE,Dream Himalaya Adventures
EVER15169,Everest,2015,Spring,NA,NA,NA,Other,NA,5,0,0,0,FALSE,Himalayan Guides Nepal
EVER15171,Everest,2015,Spring,NA,NA,NA,Other,NA,1,0,0,0,FALSE,NA
