Itinerary,Leg,Departure_Airport,Departure_Airport_IATA_Abbrv,Departure_Time,Arrival_Airport,Arrival_Airport_IATA_Abbrv,Arrival_Time,Flight_Duration,Aircraft,Airline,Flight_Number,Flight_Overnight,Layover_Duration
191,1,Narita International Airport (NRT),NRT,2024-02-10 17:25,Seattle-Tacoma International Airport,SEA,2024-02-10 9:20,535,Boeing 787,JAL,JL 68,TRUE,201
191,2,Seattle-Tacoma International Airport,SEA,2024-02-10 12:41,Harry Reid International Airport,LAS,2024-02-10 15:15,154,Boeing 737,Alaska,AS 678,FALSE,0
192,1,Narita International Airport (NRT),NRT,2024-02-10 18:40,Vancouver International Airport (YVR),YVR,2024-02-10 10:55,555,Boeing 767,JAL,JL 18,TRUE,1330
192,2,Vancouver International Airport (YVR),YVR,2024-02-11 9:05,Harry Reid International Airport,LAS,2024-02-11 11:55,170,Boeing 737MAX 8 Passenger,WestJet,WS 1788,FALSE,0
193,1,Narita International Airport (NRT),NRT,2024-02-10 18:15,Los Angeles International Airport,LAX,2024-02-10 11:15,600,Boeing 777,Singapore Airlines,SQ 12,TRUE,180
193,2,Los Angeles International Airport,LAX,2024-02-10 14:15,San Francisco International Airport,SFO,2024-02-10 15:44,89,Embraer 175,Alaska,AS 3424,FALSE,221
193,3,San Francisco International Airport,SFO,2024-02-10 19:25,Harry Reid International Airport,LAS,2024-02-10 21:00,95,Boeing 737MAX 9 Passenger,Alaska,AS 740,FALSE,0
194,1,Narita International Airport (NRT),NRT,2024-02-10 18:40,Vancouver International Airport (YVR),YVR,2024-02-10 10:55,555,Boeing 767,JAL,JL 18,TRUE,1835
194,2,Vancouver International Airport (YVR),YVR,2024-02-11 17:30,Harry Reid International Airport,LAS,2024-02-11 20:15,165,Boeing 737,WestJet,WS 1790,FALSE,0
195,1,Narita International Airport (NRT),NRT,2024-02-10 18:15,Los Angeles International Airport,LAX,2024-02-10 11:15,600,Boeing 777,Singapore Airlines,SQ 12,TRUE,315
195,2,Los Angeles International Airport,LAX,2024-02-10 16:30,San Francisco International Airport,SFO,2024-02-10 17:59,89,Embraer 175,Alaska,AS 3391,FALSE,86
195,3,San Francisco International Airport,SFO,2024-02-10 19:25,Harry Reid International Airport,LAS,2024-02-10 21:00,95,Boeing 737MAX 9 Passenger,Alaska,AS 740,FALSE,0
196,1,Narita International Airport (NRT),NRT,2024-02-10 18:40,Vancouver International Airport (YVR),YVR,2024-02-10 10:55,555,Boeing 767,JAL,JL 18,TRUE,270
196,2,Vancouver International Airport (YVR),YVR,2024-02-10 15:25,Seattle-Tacoma International Airport,SEA,2024-02-10 16:33,68,Embraer 175,Delta,DL 3941,FALSE,72
196,3,Seattle-Tacoma International Airport,SEA,2024-02-10 17:45,Harry Reid International Airport,LAS,2024-02-10 20:08,143,Boeing 737,Delta,DL 2291,FALSE,0
197,1,Narita International Airport (NRT),NRT,2024-02-10 18:15,Los Angeles International Airport,LAX,2024-02-10 11:15,600,Boeing 777,Singapore Airlines,SQ 12,TRUE,155
197,2,Los Angeles International Airport,LAX,2024-02-10 13:50,Seattle-Tacoma International Airport,SEA,2024-02-10 16:44,174,Boeing 737MAX 9 Passenger,Alaska,AS 1083,FALSE,61
197,3,Seattle-Tacoma International Airport,SEA,2024-02-10 17:45,Harry Reid International Airport,LAS,2024-02-10 20:14,149,Boeing 737,Alaska,AS 730,FALSE,0
198,1,Narita International Airport (NRT),NRT,2024-02-10 18:40,Vancouver International Airport (YVR),YVR,2024-02-10 10:55,555,Boeing 767,JAL,JL 18,TRUE,95
198,2,Vancouver International Airport (YVR),YVR,2024-02-10 12:30,Calgary International Airport,YYC,2024-02-10 14:55,85,Boeing 737,WestJet,WS 112,FALSE,185
198,3,Calgary International Airport,YYC,2024-02-10 18:00,Harry Reid International Airport,LAS,2024-02-10 19:55,175,Boeing 737MAX 8 Passenger,WestJet,WS 1400,FALSE,0
199,1,Narita International Airport (NRT),NRT,2024-02-10 20:35,Daniel K. Inouye International Airport,HNL,2024-02-10 8:25,410,Airbus A380,ANA,NH 184,TRUE,333
199,2,Daniel K. Inouye International Airport,HNL,2024-02-10 13:58,Kahului Airport,OGG,2024-02-10 14:42,44,Boeing 717,Hawaiian,HA 306,FALSE,98
199,3,Kahului Airport,OGG,2024-02-10 16:20,Harry Reid International Airport,LAS,2024-02-10 23:55,335,Airbus A321,Hawaiian,HA 32,FALSE,0
200,1,Narita International Airport (NRT),NRT,2024-02-10 20:35,Daniel K. Inouye International Airport,HNL,2024-02-10 8:25,410,Airbus A380,ANA,NH 184,TRUE,201
200,2,Daniel K. Inouye International Airport,HNL,2024-02-10 11:46,Kahului Airport,OGG,2024-02-10 12:30,44,Boeing 717,Hawaiian,HA 266,FALSE,230
200,3,Kahului Airport,OGG,2024-02-10 16:20,Harry Reid International Airport,LAS,2024-02-10 23:55,335,Airbus A321,Hawaiian,HA 32,FALSE,0
201,1,Narita International Airport (NRT),NRT,2024-02-10 20:35,Daniel K. Inouye International Airport,HNL,2024-02-10 8:25,410,Airbus A380,ANA,NH 184,TRUE,365
201,2,Daniel K. Inouye International Airport,HNL,2024-02-10 14:30,Kahului Airport,OGG,2024-02-10 15:15,45,Boeing 717,Hawaiian,HA 326,FALSE,65
201,3,Kahului Airport,OGG,2024-02-10 16:20,Harry Reid International Airport,LAS,2024-02-10 23:55,335,Airbus A321,Hawaiian,HA 32,FALSE,0
202,1,Narita International Airport (NRT),NRT,2024-02-10 20:35,Daniel K. Inouye International Airport,HNL,2024-02-10 8:25,410,Airbus A380,ANA,NH 184,TRUE,905
202,2,Daniel K. Inouye International Airport,HNL,2024-02-10 23:30,Harry Reid International Airport,LAS,2024-02-11 7:10,340,Airbus A330,Hawaiian,HA 8,TRUE,0
203,1,Narita International Airport (NRT),NRT,2024-02-10 21:30,Daniel K. Inouye International Airport,HNL,2024-02-10 9:20,410,Airbus A380,ANA,NH 182,TRUE,310
203,2,Daniel K. Inouye International Airport,HNL,2024-02-10 14:30,Kahului Airport,OGG,2024-02-10 15:15,45,Boeing 717,Hawaiian,HA 326,FALSE,65
203,3,Kahului Airport,OGG,2024-02-10 16:20,Harry Reid International Airport,LAS,2024-02-10 23:55,335,Airbus A321,Hawaiian,HA 32,FALSE,0
204,1,Narita International Airport (NRT),NRT,2024-02-10 21:30,Daniel K. Inouye International Airport,HNL,2024-02-10 9:20,410,Airbus A380,ANA,NH 182,TRUE,146
204,2,Daniel K. Inouye International Airport,HNL,2024-02-10 11:46,Kahului Airport,OGG,2024-02-10 12:30,44,Boeing 717,Hawaiian,HA 266,FALSE,230
204,3,Kahului Airport,OGG,2024-02-10 16:20,Harry Reid International Airport,LAS,2024-02-10 23:55,335,Airbus A321,Hawaiian,HA 32,FALSE,0
205,1,Narita International Airport (NRT),NRT,2024-02-10 21:30,Daniel K. Inouye International Airport,HNL,2024-02-10 9:20,410,Airbus A380,ANA,NH 182,TRUE,278
205,2,Daniel K. Inouye International Airport,HNL,2024-02-10 13:58,Kahului Airport,OGG,2024-02-10 14:42,44,Boeing 717,Hawaiian,HA 306,FALSE,98
205,3,Kahului Airport,OGG,2024-02-10 16:20,Harry Reid International Airport,LAS,2024-02-10 23:55,335,Airbus A321,Hawaiian,HA 32,FALSE,0
206,1,Narita International Airport (NRT),NRT,2024-02-10 21:30,Daniel K. Inouye International Airport,HNL,2024-02-10 9:20,410,Airbus A380,ANA,NH 182,TRUE,850
206,2,Daniel K. Inouye International Airport,HNL,2024-02-10 23:30,Harry Reid International Airport,LAS,2024-02-11 7:10,340,Airbus A330,Hawaiian,HA 8,TRUE,0
207,1,Narita International Airport (NRT),NRT,2024-02-10 20:35,Daniel K. Inouye International Airport,HNL,2024-02-10 8:25,410,Airbus A380,ANA,NH 184,TRUE,420
207,2,Daniel K. Inouye International Airport,HNL,2024-02-10 15:25,Harry Reid International Airport,LAS,2024-02-10 23:10,345,Airbus A330,Hawaiian,HA 18,FALSE,0
208,1,Narita International Airport (NRT),NRT,2024-02-10 21:30,Daniel K. Inouye International Airport,HNL,2024-02-10 9:20,410,Airbus A380,ANA,NH 182,TRUE,365
208,2,Daniel K. Inouye International Airport,HNL,2024-02-10 15:25,Harry Reid International Airport,LAS,2024-02-10 23:10,345,Airbus A330,Hawaiian,HA 18,FALSE,0
209,1,Narita International Airport (NRT),NRT,2024-02-10 10:35,Hong Kong International Airport,HKG,2024-02-10 15:00,325,Airbus A350,Cathay Pacific,CX 501,FALSE,100
209,2,Hong Kong International Airport,HKG,2024-02-10 16:40,Los Angeles International Airport,LAX,2024-02-10 13:20,760,Boeing 777,Cathay Pacific,CX 882,TRUE,205
209,3,Los Angeles International Airport,LAX,2024-02-10 16:45,Harry Reid International Airport,LAS,2024-02-10 17:58,73,Boeing 737,United,UA 1062,FALSE,0
210,1,Narita International Airport (NRT),NRT,2024-02-10 14:20,Hong Kong International Airport,HKG,2024-02-10 18:55,335,Boeing 777,Cathay Pacific,CX 527,FALSE,65
210,2,Hong Kong International Airport,HKG,2024-02-10 20:00,San Francisco International Airport,SFO,2024-02-10 16:20,740,Airbus A350,Cathay Pacific,CX 892,TRUE,185
210,3,San Francisco International Airport,SFO,2024-02-10 19:25,Harry Reid International Airport,LAS,2024-02-10 21:00,95,Boeing 737MAX 9 Passenger,Alaska,AS 740,FALSE,0
211,1,Narita International Airport (NRT),NRT,2024-02-10 21:30,Daniel K. Inouye International Airport,HNL,2024-02-10 9:15,405,Boeing 767,JAL,JL 784,TRUE,855
211,2,Daniel K. Inouye International Airport,HNL,2024-02-10 23:30,Harry Reid International Airport,LAS,2024-02-11 7:10,340,Airbus A330,Hawaiian,HA 8,TRUE,0
212,1,Narita International Airport (NRT),NRT,2024-02-10 14:00,Incheon International Airport,ICN,2024-02-10 16:50,170,Boeing 777,Korean Air,KE 704,FALSE,250
212,2,Incheon International Airport,ICN,2024-02-10 21:00,Harry Reid International Airport,LAS,2024-02-10 15:15,675,Boeing 777,Korean Air,KE 8005,TRUE,0
213,1,Haneda Airport,HND,2024-02-10 21:20,Daniel K. Inouye International Airport,HNL,2024-02-10 9:10,410,Airbus A330,Hawaiian,HA 458,TRUE,860
213,2,Daniel K. Inouye International Airport,HNL,2024-02-10 23:30,Harry Reid International Airport,LAS,2024-02-11 7:10,340,Airbus A330,Hawaiian,HA 8,TRUE,0
214,1,Haneda Airport,HND,2024-02-10 18:25,San Francisco International Airport,SFO,2024-02-10 11:00,575,Boeing 777,United,UA 876,TRUE,149
214,2,San Francisco International Airport,SFO,2024-02-10 13:29,Los Angeles International Airport,LAX,2024-02-10 15:01,92,Boeing 737,United,UA 1312,FALSE,104
214,3,Los Angeles International Airport,LAX,2024-02-10 16:45,Harry Reid International Airport,LAS,2024-02-10 17:58,73,Boeing 737,United,UA 1062,FALSE,0
215,1,Haneda Airport,HND,2024-02-10 21:20,Daniel K. Inouye International Airport,HNL,2024-02-10 9:10,410,Airbus A330,Hawaiian,HA 458,TRUE,320
215,2,Daniel K. Inouye International Airport,HNL,2024-02-10 14:30,Kahului Airport,OGG,2024-02-10 15:15,45,Boeing 717,Hawaiian,HA 326,FALSE,65
215,3,Kahului Airport,OGG,2024-02-10 16:20,Harry Reid International Airport,LAS,2024-02-10 23:55,335,Airbus A321,Hawaiian,HA 32,FALSE,0
216,1,Haneda Airport,HND,2024-02-10 20:05,Daniel K. Inouye International Airport,HNL,2024-02-10 8:10,425,Airbus A330,Hawaiian,HA 864,TRUE,920
216,2,Daniel K. Inouye International Airport,HNL,2024-02-10 23:30,Harry Reid International Airport,LAS,2024-02-11 7:10,340,Airbus A330,Hawaiian,HA 8,TRUE,0
217,1,Haneda Airport,HND,2024-02-10 18:25,San Francisco International Airport,SFO,2024-02-10 11:00,575,Boeing 777,United,UA 876,TRUE,310
217,2,San Francisco International Airport,SFO,2024-02-10 16:10,Los Angeles International Airport,LAX,2024-02-10 17:42,92,Boeing 757,United,UA 1413,FALSE,153
217,3,Los Angeles International Airport,LAX,2024-02-10 20:15,Harry Reid International Airport,LAS,2024-02-10 21:28,73,Boeing 737,United,UA 1960,FALSE,0
218,1,Haneda Airport,HND,2024-02-10 18:25,San Francisco International Airport,SFO,2024-02-10 11:00,575,Boeing 777,United,UA 876,TRUE,149
218,2,San Francisco International Airport,SFO,2024-02-10 13:29,Los Angeles International Airport,LAX,2024-02-10 15:01,92,Boeing 737,United,UA 1312,FALSE,314
218,3,Los Angeles International Airport,LAX,2024-02-10 20:15,Harry Reid International Airport,LAS,2024-02-10 21:28,73,Boeing 737,United,UA 1960,FALSE,0
219,1,Haneda Airport,HND,2024-02-10 20:05,Daniel K. Inouye International Airport,HNL,2024-02-10 8:10,425,Airbus A330,Hawaiian,HA 864,TRUE,348
219,2,Daniel K. Inouye International Airport,HNL,2024-02-10 13:58,Kahului Airport,OGG,2024-02-10 14:42,44,Boeing 717,Hawaiian,HA 306,FALSE,98
219,3,Kahului Airport,OGG,2024-02-10 16:20,Harry Reid International Airport,LAS,2024-02-10 23:55,335,Airbus A321,Hawaiian,HA 32,FALSE,0
220,1,Haneda Airport,HND,2024-02-10 20:05,Daniel K. Inouye International Airport,HNL,2024-02-10 8:10,425,Airbus A330,Hawaiian,HA 864,TRUE,216
220,2,Daniel K. Inouye International Airport,HNL,2024-02-10 11:46,Kahului Airport,OGG,2024-02-10 12:30,44,Boeing 717,Hawaiian,HA 266,FALSE,230
220,3,Kahului Airport,OGG,2024-02-10 16:20,Harry Reid International Airport,LAS,2024-02-10 23:55,335,Airbus A321,Hawaiian,HA 32,FALSE,0
221,1,Haneda Airport,HND,2024-02-10 20:05,Daniel K. Inouye International Airport,HNL,2024-02-10 8:10,425,Airbus A330,Hawaiian,HA 864,TRUE,240
221,2,Daniel K. Inouye International Airport,HNL,2024-02-10 12:10,Kahului Airport,OGG,2024-02-10 12:54,44,Boeing 717,Hawaiian,HA 286,FALSE,206
221,3,Kahului Airport,OGG,2024-02-10 16:20,Harry Reid International Airport,LAS,2024-02-10 23:55,335,Airbus A321,Hawaiian,HA 32,FALSE,0
222,1,Haneda Airport,HND,2024-02-10 20:05,Daniel K. Inouye International Airport,HNL,2024-02-10 8:10,425,Airbus A330,Hawaiian,HA 864,TRUE,380
222,2,Daniel K. Inouye International Airport,HNL,2024-02-10 14:30,Kahului Airport,OGG,2024-02-10 15:15,45,Boeing 717,Hawaiian,HA 326,FALSE,65
222,3,Kahului Airport,OGG,2024-02-10 16:20,Harry Reid International Airport,LAS,2024-02-10 23:55,335,Airbus A321,Hawaiian,HA 32,FALSE,0
223,1,Haneda Airport,HND,2024-02-10 21:20,Daniel K. Inouye International Airport,HNL,2024-02-10 9:10,410,Airbus A330,Hawaiian,HA 458,TRUE,156
223,2,Daniel K. Inouye International Airport,HNL,2024-02-10 11:46,Kahului Airport,OGG,2024-02-10 12:30,44,Boeing 717,Hawaiian,HA 266,FALSE,230
223,3,Kahului Airport,OGG,2024-02-10 16:20,Harry Reid International Airport,LAS,2024-02-10 23:55,335,Airbus A321,Hawaiian,HA 32,FALSE,0
224,1,Haneda Airport,HND,2024-02-10 21:20,Daniel K. Inouye International Airport,HNL,2024-02-10 9:10,410,Airbus A330,Hawaiian,HA 458,TRUE,288
224,2,Daniel K. Inouye International Airport,HNL,2024-02-10 13:58,Kahului Airport,OGG,2024-02-10 14:42,44,Boeing 717,Hawaiian,HA 306,FALSE,98
224,3,Kahului Airport,OGG,2024-02-10 16:20,Harry Reid International Airport,LAS,2024-02-10 23:55,335,Airbus A321,Hawaiian,HA 32,FALSE,0
225,1,Haneda Airport,HND,2024-02-10 21:20,Daniel K. Inouye International Airport,HNL,2024-02-10 9:10,410,Airbus A330,Hawaiian,HA 458,TRUE,180
225,2,Daniel K. Inouye International Airport,HNL,2024-02-10 12:10,Kahului Airport,OGG,2024-02-10 12:54,44,Boeing 717,Hawaiian,HA 286,FALSE,206
225,3,Kahului Airport,OGG,2024-02-10 16:20,Harry Reid International Airport,LAS,2024-02-10 23:55,335,Airbus A321,Hawaiian,HA 32,FALSE,0
226,1,Haneda Airport,HND,2024-02-10 20:05,Daniel K. Inouye International Airport,HNL,2024-02-10 8:10,425,Airbus A330,Hawaiian,HA 864,TRUE,435
226,2,Daniel K. Inouye International Airport,HNL,2024-02-10 15:25,Harry Reid International Airport,LAS,2024-02-10 23:10,345,Airbus A330,Hawaiian,HA 18,FALSE,0
227,1,Haneda Airport,HND,2024-02-10 21:20,Daniel K. Inouye International Airport,HNL,2024-02-10 9:10,410,Airbus A330,Hawaiian,HA 458,TRUE,375
227,2,Daniel K. Inouye International Airport,HNL,2024-02-10 15:25,Harry Reid International Airport,LAS,2024-02-10 23:10,345,Airbus A330,Hawaiian,HA 18,FALSE,0
228,1,Haneda Airport,HND,2024-02-10 20:05,Daniel K. Inouye International Airport,HNL,2024-02-10 8:10,425,Airbus A330,Hawaiian,HA 864,TRUE,170
228,2,Daniel K. Inouye International Airport,HNL,2024-02-10 11:00,Kahului Airport,OGG,2024-02-10 11:44,44,Boeing 717,Hawaiian,HA 236,FALSE,276
228,3,Kahului Airport,OGG,2024-02-10 16:20,Harry Reid International Airport,LAS,2024-02-10 23:55,335,Airbus A321,Hawaiian,HA 32,FALSE,0
229,1,Haneda Airport,HND,2024-02-10 20:05,Daniel K. Inouye International Airport,HNL,2024-02-10 8:10,425,Airbus A330,Hawaiian,HA 864,TRUE,193
229,2,Daniel K. Inouye International Airport,HNL,2024-02-10 11:23,Kahului Airport,OGG,2024-02-10 12:07,44,Boeing 717,Hawaiian,HA 246,FALSE,253
229,3,Kahului Airport,OGG,2024-02-10 16:20,Harry Reid International Airport,LAS,2024-02-10 23:55,335,Airbus A321,Hawaiian,HA 32,FALSE,0
230,1,Haneda Airport,HND,2024-02-10 21:20,Daniel K. Inouye International Airport,HNL,2024-02-10 9:10,410,Airbus A330,Hawaiian,HA 458,TRUE,133
230,2,Daniel K. Inouye International Airport,HNL,2024-02-10 11:23,Kahului Airport,OGG,2024-02-10 12:07,44,Boeing 717,Hawaiian,HA 246,FALSE,253
230,3,Kahului Airport,OGG,2024-02-10 16:20,Harry Reid International Airport,LAS,2024-02-10 23:55,335,Airbus A321,Hawaiian,HA 32,FALSE,0
231,1,Haneda Airport,HND,2024-02-10 21:20,Daniel K. Inouye International Airport,HNL,2024-02-10 9:10,410,Airbus A330,Hawaiian,HA 458,TRUE,110
231,2,Daniel K. Inouye International Airport,HNL,2024-02-10 11:00,Kahului Airport,OGG,2024-02-10 11:44,44,Boeing 717,Hawaiian,HA 236,FALSE,276
231,3,Kahului Airport,OGG,2024-02-10 16:20,Harry Reid International Airport,LAS,2024-02-10 23:55,335,Airbus A321,Hawaiian,HA 32,FALSE,0
232,1,Haneda Airport,HND,2024-02-10 20:05,Daniel K. Inouye International Airport,HNL,2024-02-10 8:10,425,Airbus A330,Hawaiian,HA 864,TRUE,125
232,2,Daniel K. Inouye International Airport,HNL,2024-02-10 10:15,Kahului Airport,OGG,2024-02-10 10:57,42,Boeing 717,Hawaiian,HA 226,FALSE,323
232,3,Kahului Airport,OGG,2024-02-10 16:20,Harry Reid International Airport,LAS,2024-02-10 23:55,335,Airbus A321,Hawaiian,HA 32,FALSE,0
233,1,Haneda Airport,HND,2024-02-10 20:05,Daniel K. Inouye International Airport,HNL,2024-02-10 8:10,425,Airbus A330,Hawaiian,HA 864,TRUE,290
233,2,Daniel K. Inouye International Airport,HNL,2024-02-10 13:00,Kahului Airport,OGG,2024-02-10 13:44,44,Boeing 717,Hawaiian,HA 296,FALSE,156
233,3,Kahului Airport,OGG,2024-02-10 16:20,Harry Reid International Airport,LAS,2024-02-10 23:55,335,Airbus A321,Hawaiian,HA 32,FALSE,0
234,1,Haneda Airport,HND,2024-02-10 21:20,Daniel K. Inouye International Airport,HNL,2024-02-10 9:10,410,Airbus A330,Hawaiian,HA 458,TRUE,230
234,2,Daniel K. Inouye International Airport,HNL,2024-02-10 13:00,Kahului Airport,OGG,2024-02-10 13:44,44,Boeing 717,Hawaiian,HA 296,FALSE,156
234,3,Kahului Airport,OGG,2024-02-10 16:20,Harry Reid International Airport,LAS,2024-02-10 23:55,335,Airbus A321,Hawaiian,HA 32,FALSE,0
235,1,Haneda Airport,HND,2024-02-10 21:20,Daniel K. Inouye International Airport,HNL,2024-02-10 9:10,410,Airbus A330,Hawaiian,HA 458,TRUE,165
235,2,Daniel K. Inouye International Airport,HNL,2024-02-10 11:55,Portland International Airport,PDX,2024-02-10 19:30,335,Airbus A330,Hawaiian,HA 26,FALSE,104
235,3,Portland International Airport,PDX,2024-02-10 21:14,Harry Reid International Airport,LAS,2024-02-10 23:23,129,Embraer 175,Alaska,AS 3319,FALSE,0
236,1,Haneda Airport,HND,2024-02-10 12:05,Gimpo International Airport (GMP),GMP,2024-02-10 14:25,140,Airbus A330,Asiana,OZ 1075,FALSE,230
236,2,Incheon International Airport,ICN,2024-02-10 18:15,Seattle-Tacoma International Airport,SEA,2024-02-10 11:00,585,Airbus A350,Asiana,OZ 272,TRUE,101
236,3,Seattle-Tacoma International Airport,SEA,2024-02-10 12:41,Harry Reid International Airport,LAS,2024-02-10 15:15,154,Boeing 737,Alaska,AS 678,FALSE,0
237,1,Haneda Airport,HND,2024-02-10 18:50,Toronto Pearson International Airport,YYZ,2024-02-10 17:15,745,Boeing 777,Air Canada,AC 2,TRUE,170
237,2,Toronto Pearson International Airport,YYZ,2024-02-10 20:05,Harry Reid International Airport,LAS,2024-02-10 22:00,295,Boeing 787,Air Canada,AC 1283,FALSE,0
238,1,Haneda Airport,HND,2024-02-10 16:25,Detroit Metropolitan Wayne County Airport,DTW,2024-02-10 14:30,725,Airbus A350,Delta,DL 276,TRUE,85
238,2,Detroit Metropolitan Wayne County Airport,DTW,2024-02-10 15:55,Harry Reid International Airport,LAS,2024-02-10 17:31,276,Airbus A321,Delta,DL 361,FALSE,0
239,1,Haneda Airport,HND,2024-02-10 16:25,Detroit Metropolitan Wayne County Airport,DTW,2024-02-10 14:30,725,Airbus A350,Delta,DL 276,TRUE,380
239,2,Detroit Metropolitan Wayne County Airport,DTW,2024-02-10 20:50,Harry Reid International Airport,LAS,2024-02-10 22:33,283,Airbus A321,Delta,DL 367,FALSE,0
240,1,Haneda Airport,HND,2024-02-10 16:50,Seattle-Tacoma International Airport,SEA,2024-02-10 9:00,550,Airbus A330-900neo,Delta,DL 166,TRUE,145
240,2,Seattle-Tacoma International Airport,SEA,2024-02-10 11:25,Harry Reid International Airport,LAS,2024-02-10 13:56,151,Airbus A220-300 Passenger,Delta,DL 478,FALSE,0
241,1,Haneda Airport,HND,2024-02-10 16:50,Seattle-Tacoma International Airport,SEA,2024-02-10 9:00,550,Airbus A330-900neo,Delta,DL 166,TRUE,180
241,2,Seattle-Tacoma International Airport,SEA,2024-02-10 12:00,Los Angeles International Airport,LAX,2024-02-10 14:47,167,Airbus A321neo,Delta,DL 1023,FALSE,53
241,3,Los Angeles International Airport,LAX,2024-02-10 15:40,Harry Reid International Airport,LAS,2024-02-10 16:55,75,Airbus A319,Delta,DL 2444,FALSE,0
242,1,Haneda Airport,HND,2024-02-10 16:50,Seattle-Tacoma International Airport,SEA,2024-02-10 9:00,550,Airbus A330-900neo,Delta,DL 166,TRUE,95
242,2,Seattle-Tacoma International Airport,SEA,2024-02-10 10:35,Los Angeles International Airport,LAX,2024-02-10 13:10,155,Boeing 737,Delta,DL 304,FALSE,150
242,3,Los Angeles International Airport,LAX,2024-02-10 15:40,Harry Reid International Airport,LAS,2024-02-10 16:55,75,Airbus A319,Delta,DL 2444,FALSE,0
243,1,Haneda Airport,HND,2024-02-10 16:50,Seattle-Tacoma International Airport,SEA,2024-02-10 9:00,550,Airbus A330-900neo,Delta,DL 166,TRUE,180
243,2,Seattle-Tacoma International Airport,SEA,2024-02-10 12:00,Los Angeles International Airport,LAX,2024-02-10 14:47,167,Airbus A321neo,Delta,DL 1023,FALSE,192
243,3,Los Angeles International Airport,LAX,2024-02-10 17:59,Harry Reid International Airport,LAS,2024-02-10 19:07,68,Airbus A319,Delta,DL 1434,FALSE,0
244,1,Haneda Airport,HND,2024-02-10 16:50,Seattle-Tacoma International Airport,SEA,2024-02-10 9:00,550,Airbus A330-900neo,Delta,DL 166,TRUE,525
244,2,Seattle-Tacoma International Airport,SEA,2024-02-10 17:45,Harry Reid International Airport,LAS,2024-02-10 20:08,143,Boeing 737,Delta,DL 2291,FALSE,0
245,1,Haneda Airport,HND,2024-02-10 16:50,Seattle-Tacoma International Airport,SEA,2024-02-10 9:00,550,Airbus A330-900neo,Delta,DL 166,TRUE,490
245,2,Seattle-Tacoma International Airport,SEA,2024-02-10 17:10,Salt Lake City International Airport (SLC),SLC,2024-02-10 20:12,122,Boeing 737,Delta,DL 2412,FALSE,105
245,3,Salt Lake City International Airport (SLC),SLC,2024-02-10 21:57,Harry Reid International Airport,LAS,2024-02-10 22:29,92,Airbus A321,Delta,DL 1586,FALSE,0
246,1,Haneda Airport,HND,2024-02-10 16:50,Seattle-Tacoma International Airport,SEA,2024-02-10 9:00,550,Airbus A330-900neo,Delta,DL 166,TRUE,1265
246,2,Seattle-Tacoma International Airport,SEA,2024-02-11 6:05,Harry Reid International Airport,LAS,2024-02-11 8:31,146,Airbus A321neo,Delta,DL 2288,FALSE,0
247,1,Haneda Airport,HND,2024-02-10 17:20,Los Angeles International Airport,LAX,2024-02-10 10:40,620,Airbus A330-900neo,Delta,DL 8,TRUE,110
247,2,Los Angeles International Airport,LAX,2024-02-10 12:30,Harry Reid International Airport,LAS,2024-02-10 13:48,78,Airbus A319,Delta,DL 822,FALSE,0
248,1,Haneda Airport,HND,2024-02-10 17:20,Los Angeles International Airport,LAX,2024-02-10 10:40,620,Airbus A330-900neo,Delta,DL 8,TRUE,300
248,2,Los Angeles International Airport,LAX,2024-02-10 15:40,Harry Reid International Airport,LAS,2024-02-10 16:55,75,Airbus A319,Delta,DL 2444,FALSE,0
249,1,Haneda Airport,HND,2024-02-10 17:20,Los Angeles International Airport,LAX,2024-02-10 10:40,620,Airbus A330-900neo,Delta,DL 8,TRUE,439
249,2,Los Angeles International Airport,LAX,2024-02-10 17:59,Harry Reid International Airport,LAS,2024-02-10 19:07,68,Airbus A319,Delta,DL 1434,FALSE,0
250,1,Haneda Airport,HND,2024-02-10 17:20,Los Angeles International Airport,LAX,2024-02-10 10:40,620,Airbus A330-900neo,Delta,DL 8,TRUE,210
250,2,Los Angeles International Airport,LAX,2024-02-10 14:10,Seattle-Tacoma International Airport,SEA,2024-02-10 16:59,169,Boeing 737,Delta,DL 1004,FALSE,46
250,3,Seattle-Tacoma International Airport,SEA,2024-02-10 17:45,Harry Reid International Airport,LAS,2024-02-10 20:08,143,Boeing 737,Delta,DL 2291,FALSE,0
251,1,Haneda Airport,HND,2024-02-10 17:20,Los Angeles International Airport,LAX,2024-02-10 10:40,620,Airbus A330-900neo,Delta,DL 8,TRUE,425
251,2,Los Angeles International Airport,LAX,2024-02-10 17:45,Salt Lake City International Airport (SLC),SLC,2024-02-10 20:40,115,Boeing 737,Delta,DL 1603,FALSE,77
251,3,Salt Lake City International Airport (SLC),SLC,2024-02-10 21:57,Harry Reid International Airport,LAS,2024-02-10 22:29,92,Airbus A321,Delta,DL 1586,FALSE,0
252,1,Haneda Airport,HND,2024-02-10 17:20,Los Angeles International Airport,LAX,2024-02-10 10:40,620,Airbus A330-900neo,Delta,DL 8,TRUE,1280
252,2,Los Angeles International Airport,LAX,2024-02-11 8:00,Harry Reid International Airport,LAS,2024-02-11 9:11,71,Airbus A319,Delta,DL 1438,FALSE,0
253,1,Haneda Airport,HND,2024-02-10 17:35,Minneapolis–Saint Paul International Airport,MSP,2024-02-10 14:00,685,Airbus A330-900neo,Delta,DL 120,TRUE,140
